timestamp,gs.rssi,comms.recd,tpc.state,fc.pwr,tpc.gps,tpc.bat_v,tpc.bat_v_avgd,comms.sent,fc.state,fc.alt,gs.log
816182624,-80,205136,0,0,"$GPGGA,205938.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.233763,16.22441317,,,,
816682690,-79,205192,0,0,,16.233763,16.22376837,,,,
817182721,-76,205328,0,0,"$GPGGA,205939.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.257942,16.227476,,,,
817682735,-78,205384,0,0,,16.257942,16.22860437,,,,
818182735,-81,205520,0,0,"$GPGGA,205940.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*56",16.228928,16.23037763,,,,
818682750,-81,205576,0,0,,16.224091,16.23150603,,,,
819182763,-81,205712,0,0,"$GPGGA,205941.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*57",16.214418,16.23182843,,,,
819682789,-86,205768,0,0,,16.243435,16.2353749,,,,
820182832,-80,205904,0,0,"$GPGGA,205942.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*54",16.306303,16.23940493,,,,
820682870,-81,205960,0,0,,16.233763,16.23972733,,,,
821182902,-88,206096,0,0,"$GPGGA,205943.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*55",16.228928,16.23972733,,,,
821682938,-85,206152,0,0,,16.243435,16.23876013,,,,
822182950,-84,206288,0,0,"$GPGGA,205944.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*52",16.2386,16.2398886,,,,
822683006,-87,206344,0,0,,16.219255,16.2390826,,,,
823183040,-87,206480,0,0,"$GPGGA,205945.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*53",16.224091,16.237793,,,,
823683062,-84,206536,0,0,,16.262779,16.240211,,,,
824183110,-82,206672,0,0,"$GPGGA,205946.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*50",16.253107,16.24101697,,,,
824683154,-82,206728,0,0,,16.219255,16.24037213,,,,
825183155,-79,206864,0,0,"$GPGGA,205947.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*51",16.233763,16.2384377,,,,
825683223,-80,206920,0,0,,16.224091,16.23730933,,,,
826183250,-84,207056,0,0,"$GPGGA,205948.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.248272,16.23714817,,,,
826683292,-83,207112,0,0,,16.262779,16.239405,,,,
827183328,-82,207248,0,0,"$GPGGA,205949.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.228928,16.24004983,,,,
827683374,-78,207304,0,0,,16.248272,16.24133947,,,,
828183391,-76,207440,0,0,"$GPGGA,205950.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*57",16.2386,16.24069473,,,,
828683458,-77,207496,0,0,,16.257942,16.2408559,,,,
829183484,-78,207632,0,0,"$GPGGA,205951.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*56",16.195074,16.23972743,,,,
829683527,-78,207688,0,0,,16.209583,16.23988867,,,,
830183527,-76,207824,0,0,"$GPGGA,205952.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*55",16.112862,16.23634223,,,,
830683569,-78,207880,0,0,,16.214418,16.2332794,,,,
831183581,-78,208016,0,0,"$GPGGA,205953.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*54",16.185402,16.23166737,,,,
831683625,-78,208072,0,0,,16.224091,16.23134497,,,,
832183662,-92,208208,0,0,"$GPGGA,205954.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*53",16.117697,16.22667013,,,,
832683666,-94,208264,0,0,,16.243435,16.22618657,,,,
833183731,-85,208400,0,0,"$GPGGA,205955.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*52",16.185402,16.2247357,,,,
833683750,-83,208456,0,0,,16.233763,16.2250581,,,,
834183810,-84,208592,0,0,"$GPGGA,205956.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*51",16.204746,16.2247357,,,,
834683871,-87,208648,0,0,,16.195074,16.22312367,,,,
835183885,-97,208784,0,0,"$GPGGA,205957.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*50",16.209583,16.21989967,,,,
836183944,-89,208920,0,0,"$GPGGA,205958.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.166058,16.21764283,,,,
836683965,-87,208976,0,0,,16.209583,16.216998,,,,
837184027,-88,209112,0,0,"$GPGGA,205959.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.204746,16.21570837,,,,
837684093,-88,209168,0,0,,16.262779,16.21651433,,,,
838184132,-90,209224,0,0,,16.257942,16.2178039,,,,
838684162,-92,209360,0,0,"$GPGGA,210000.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.166058,16.21586947,,,,
839184178,-91,209416,0,0,,16.209583,16.21409627,,,,
839684209,-91,209552,0,0,"$GPGGA,210001.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.248272,16.2139351,,,,
840184262,-93,209608,0,0,,16.306303,16.2168367,,,,
840684319,-91,209744,0,0,,16.248272,16.21732033,,,,
841684404,-88,209880,0,0,"$GPGGA,210003.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5C",16.262779,16.21860993,,,,
842684486,-89,210016,0,0,"$GPGGA,210004.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.195074,16.21683667,,,,
843684597,-88,210152,0,0,"$GPGGA,210005.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5A",16.204746,16.21490223,,,,
844184662,-88,210208,0,0,,16.243435,16.2153858,,,,
845184705,-87,210264,0,0,,16.219255,16.21441857,,,,
846184729,-88,210320,0,0,,16.277287,16.21570813,,,,
846684735,-88,210456,0,0,"$GPGGA,210008.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*57",16.257942,16.21570813,,,,
847184790,-88,210512,0,0,,16.204746,16.21603053,,,,
847684804,-91,210648,0,0,"$GPGGA,210009.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*56",16.214418,16.2161917,,,,
848184859,-93,210704,0,0,,16.233763,16.22022173,,,,
849184955,-93,210760,0,0,,16.127369,16.2173201,,,,
849685012,-93,210896,0,0,"$GPGGA,210011.000,3630.8176,N,12004.0392,W,2,09,0.89,259.5,M,-26.9,M,0000,0000*5C",16.31114,16.22151137,,,,
850185049,-93,210952,0,0,,16.228928,16.2216726,,,,
851185120,-90,211008,0,0,,16.267614,16.22666983,,,,
851685125,-90,211144,0,0,"$GPGGA,210013.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.228928,16.22618627,,,,
852185176,-90,211200,0,0,,16.228928,16.22763713,,,,
853185289,-94,211256,0,0,,16.199911,16.22650873,,,,
854185412,-96,211312,0,0,,16.243435,16.22779837,,,,
855185524,-94,211368,0,0,,16.190239,16.2276372,,,,
856185596,-94,211424,0,0,,16.132206,16.22505797,,,,
856685596,-94,211560,0,0,"$GPGGA,210018.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*56",16.214418,16.22666997,,,,
857185622,-94,211616,0,0,,16.170895,16.22538037,,,,
857685687,-87,211752,0,0,"$GPGGA,210019.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*57",16.204746,16.22538037,,,,
858685785,-82,211888,0,0,"$GPGGA,210020.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.248272,16.2248968,,,,
859185804,-85,211944,0,0,,16.31114,16.22667007,,,,
859685829,-89,212080,0,0,"$GPGGA,210021.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5C",16.180567,16.2271537,,,,
861685942,-82,212216,0,0,"$GPGGA,210023.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.253107,16.2286045,,,,
862185970,-85,212272,0,0,,16.228928,16.2279597,,,,
862686013,-87,212408,0,0,"$GPGGA,210024.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.2386,16.22570293,,,,
863186028,-95,212464,0,0,,16.262779,16.2261865,,,,
863686079,-83,212600,0,0,"$GPGGA,210025.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.228928,16.22505813,,,,
865186103,-93,212656,0,0,,16.185402,16.22473573,,,,
865686160,-93,212792,0,0,"$GPGGA,210027.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5A",16.199911,16.22457457,,,,
866186162,-93,212848,0,0,,16.257942,16.22505813,,,,
866686228,-93,212984,0,0,"$GPGGA,210028.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*55",16.219255,16.22505813,,,,
867186232,-91,213040,0,0,,16.257942,16.2244133,,,,
867686246,-81,213176,0,0,"$GPGGA,210029.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*54",16.233763,16.22360733,,,,
868186301,-81,213232,0,0,,16.161222,16.22215653,,,,
868686328,-82,213368,0,0,"$GPGGA,210030.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5C",16.224091,16.22247897,,,,
869186332,-87,213424,0,0,,16.2386,16.2226402,,,,
869686336,-87,213560,0,0,"$GPGGA,210031.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.2386,16.2263479,,,,
870186400,-86,213616,0,0,,16.137041,16.2205446,,,,
870686418,-83,213752,0,0,"$GPGGA,2100300*5E",16.253107,16.22135057,,,,
872186569,-75,213808,0,0,,16.243435,16.2205446,,,,
872686593,-75,213944,0,0,"$GPGGA,210034.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.253107,16.22135057,,,,
873186622,-75,214000,0,0,,16.228928,16.22135057,,,,
873686697,-76,214136,0,0,"$GPGGA,210035.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.185402,16.22086693,,,,
874186749,-80,214192,0,0,,16.248272,16.22102817,,,,
874686748,-80,214328,0,0,"$GPGGA,210036.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5A",16.180567,16.22070577,,,,
875186809,-80,214384,0,0,,16.204746,16.22312377,,,,
875686817,-73,214520,0,0,"$GPGGA,210037.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.233763,16.2237686,,,,
876186858,-78,214576,0,0,,16.17573,16.22392977,,,,
876686875,-75,214712,0,0,"$GPGGA,210038.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*54",16.214418,16.22425217,,,,
877186942,-88,214768,0,0,,16.185402,16.2221565,,,,
877686959,-93,214824,0,0,,16.161222,16.21715923,,,,
878186987,-93,214960,0,0,"$GPGGA,210039.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*55",16.301468,16.22118927,,,,
878687053,-87,215096,0,0,"$GPGGA,210040.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.248272,16.2210281,,,,
879187102,-86,215152,0,0,,16.253107,16.22183407,,,,
879687131,-86,215208,0,0,,16.262779,16.22264003,,,,
880187159,-83,215344,0,0,"$GPGGA,210041.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5A",16.248272,16.22215647,,,,
880687177,-82,215400,0,0,,16.219255,16.22183403,,,,
881187188,-82,215536,0,0,"$GPGGA,210042.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.233763,16.22344607,,,,
881687238,-81,215592,0,0,,16.253107,16.22521927,,,,
882187246,-87,215728,0,0,"$GPGGA,210043.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.166058,16.22215647,,,,
882687293,-87,215784,0,0,,16.214418,16.22199523,,,,
883187347,-85,215920,0,0,"$GPGGA,210044.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.224091,16.22086687,,,,
883687412,-86,215976,0,0,,16.253107,16.22151167,,,,
884187417,-88,216112,0,0,"$GPGGA,210045.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.199911,16.2228013,,,,
884687458,-85,216168,0,0,,16.209583,16.2223177,,,,
885187500,-87,216304,0,0,"$GPGGA,210046.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.272451,16.22344607,,,,
885687527,-88,216360,0,0,,16.209583,16.22247883,,,,
886187582,-92,216496,0,0,"$GPGGA,210047.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5C",16.224091,16.2253805,,,,
886687630,-87,216552,0,0,,16.224091,16.2244133,,,,
887187663,-95,216688,0,0,"$GPGGA,2100400*53",16.253107,16.2247357,,,,
888687777,-90,216744,0,0,,16.190239,16.2226401,,,,
889687847,-88,216800,0,0,,16.214418,16.22215643,,,,
890187868,-88,216936,0,0,"$GPGGA,210051.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.262779,16.22473567,,,,
890687902,-88,216992,0,0,,16.262779,16.22521923,,,,
891187907,-93,217128,0,0,"$GPGGA,210052.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.253107,16.22763723,,,,
892187958,-87,217264,0,0,"$GPGGA,210053.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.214418,16.22795963,,,,
892687958,-91,217320,0,0,,16.224091,16.22763723,,,,
893688064,-80,217376,0,0,,16.190239,16.22812087,,,,
894188097,-80,217512,0,0,"$GPGGA,210055.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.17573,16.22683127,,,,
894688124,-80,217568,0,0,,16.224091,16.2281209,,,,
895188137,-79,217704,0,0,"$GPGGA,210056.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5C",16.17573,16.2286045,,,,
895688151,-79,217760,0,0,,16.219255,16.22586407,,,,
896188201,-71,217896,0,0,"$GPGGA,210057.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.166058,16.2231236,,,,
896688245,-76,217952,0,0,,16.156385,16.21989953,,,,
897188265,-81,218088,0,0,"$GPGGA,210058.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*52",16.243435,16.21925473,,,,
897688289,-78,218144,0,0,,16.17573,16.21683667,,,,
898188319,-79,218280,0,0,"$GPGGA,210059.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*53",16.257942,16.21812623,,,,
898688369,-81,218336,0,0,,16.117697,16.21425737,,,,
899188374,-82,218472,0,0,"$GPGGA,210100.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.219255,16.21312897,,,,
899688404,-81,218528,0,0,,16.161222,16.21296777,,,,
900188431,-83,218664,0,0,"$GPGGA,210101.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.228928,16.21345143,,,,
900688431,-79,218720,0,0,,16.233763,16.21377383,,,,
901188455,-81,218856,0,0,"$GPGGA,210102.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5C",16.282124,16.21474107,,,,
901688486,-83,218912,0,0,,16.233763,16.21586947,,,,
902188539,-85,219048,0,0,"$GPGGA,210103.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.204746,16.21570823,,,,
902688582,-80,219104,0,0,,16.156385,16.21183937,,,,
903188649,-82,219240,0,0,"$GPGGA,210104.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5A",16.253107,16.21329017,,,,
903688681,-85,219296,0,0,,16.2386,16.2137738,,,,
904188747,-79,219432,0,0,"$GPGGA,210105.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.228928,16.21393503,,,,
904688804,-79,219488,0,0,,16.224091,16.21296783,,,,
905188842,-82,219624,0,0,"$GPGGA,210106.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.228928,16.21425747,,,,
905688874,-80,219680,0,0,,16.224091,16.2145799,,,,
906188909,-77,219816,0,0,"$GPGGA,210107.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.228928,16.21345153,,,,
906688916,-79,219872,0,0,,16.253107,16.21312913,,,,
907188977,-81,220008,0,0,"$GPGGA,210108.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*56",16.267614,16.2136127,,,,
907688985,-84,220064,0,0,,16.185402,16.2126455,,,,
908188997,-84,220200,0,0,,16.233763,16.2129679,,,,
909189117,-80,220336,0,0,"$GPGGA,210110.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.224091,16.2140963,,,,
909689132,-81,220392,0,0,,16.257942,16.2168367,,,,
910189181,-81,220528,0,0,"$GPGGA,210111.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.228928,16.21699793,,,,
910689204,-88,220584,0,0,,16.253107,16.21957717,,,,
911189207,-84,220720,0,0,"$GPGGA,210112.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.228928,16.2198996,,,,
911689219,-79,220776,0,0,,16.257942,16.2229624,,,,
912689243,-84,220832,0,0,,16.170895,16.22344607,,,,
913189301,-84,220968,0,0,"$GPGGA,210114.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.248272,16.2236073,,,,
913689347,-84,221024,0,0,,16.195074,16.2242521,,,,
914189403,-85,221160,0,0,"$GPGGA,210115.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5A",16.248272,16.22392977,,,,
914689415,-79,221216,0,0,,16.219255,16.22731503,,,,
915189479,-82,221352,0,0,"$GPGGA,210116.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.180567,16.22602543,,,,
915689534,-85,221408,0,0,,16.204746,16.22747623,,,,
916189593,-79,221544,0,0,"$GPGGA,210117.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.253107,16.2282822,,,,
916689643,-79,221600,0,0,,16.132206,16.22489697,,,,
917189694,-79,221736,0,0,"$GPGGA,210118.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*57",16.253107,16.22392973,,,,
917689732,-75,221792,0,0,,16.243435,16.22425213,,,,
918189747,-74,221848,0,0,,16.233763,16.22521937,,,,
918689772,-81,221984,0,0,"$GPGGA,210119.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*56",16.214418,16.2271538,,,,
919189813,-82,222040,0,0,,16.257942,16.22731497,,,,
919689869,-87,222176,0,0,"$GPGGA,210120.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5C",16.180567,16.22538053,,,,
920189928,-84,222232,0,0,,16.233763,16.2255417,,,,
920689964,-87,222368,0,0,"$GPGGA,210121.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.262779,16.2268313,,,,
921190020,-87,222424,0,0,,16.219255,16.22650887,,,,
921690080,-76,222560,0,0,"$GPGGA,210122.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5E",16.209583,16.22602527,,,,
922190097,-86,222616,0,0,,16.243435,16.22650883,,,,
922690133,-74,222752,0,0,"$GPGGA,210123.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5F",16.267614,16.2269924,,,,
923190166,-71,222808,0,0,,16.195074,16.2245744,,,,
923690216,-81,222944,0,0,"$GPGGA,210124.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*58",16.204746,16.2252192,,,,
924190229,-73,223000,0,0,,16.204746,16.22425197,,,,
924690249,-66,223136,0,0,"$GPGGA,210125.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*59",16.204746,16.22360713,,,,
925190291,-69,223192,0,0,,16.214418,16.22215633,,,,
925690348,-80,223328,0,0,"$GPGGA,210126.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5A",16.228928,16.22215633,,,,
926190369,-76,223384,0,0,,16.257942,16.2223175,,,,
926690425,-71,223520,0,0,"$GPGGA,210127.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.233763,16.22247867,,,,
927190440,-72,223576,0,0,,16.243435,16.2219951,,,,
927690467,-70,223712,0,0,"$GPGGA,210128.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*54",16.248272,16.22457433,,,,
928190483,-70,223768,0,0,,16.195074,16.22280107,,,,
928690550,-76,223904,0,0,"$GPGGA,210129.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*55",16.214418,16.22344587,,,,
929190594,-75,223960,0,0,,16.214418,16.2223174,,,,
929690638,-72,224096,0,0,"$GPGGA,210130.000,3630.8176,N,12004.0392,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5D",16.185402,16.22118897,,,,
930190706,-73,224152,0,0,,16.219255,16.22247857,,,,
930690742,-74,224288,0,0,"$GPGGA,2101300*5A",16.219255,16.2229622,,,,
932190776,-73,224344,0,0,,16.219255,16.2218338,,,,
932690776,-73,224480,0,0,"$GPGGA,210133.000,3630.8176,N,12004.0397,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*5B",16.219255,16.22473543,,,,
933190804,-73,224536,0,0,,16.214418,16.2234458,,,,
933690843,-72,224672,0,0,"$GPGGA,210134.000,3630.8177,N,12004.0398,W,2,10,0.82,259.5,M,-26.9,M,0000,0000*52",16.190239,16.2216726,,,,
934190858,-72,224728,0,0,,16.146713,16.21877093,,,,
934690923,-84,224864,0,0,"$GPGGA,210135.000,3630.8177,N,12004.0400,W,2,10,0.82,259.4,M,-26.9,M,0000,0000*54",16.170895,16.21732017,,,,
935190945,-86,224920,0,0,,16.166058,16.21425737,,,,
935690993,-82,225056,0,0,"$GPGGA,210136.000,3630.8177,N,12004.0401,W,2,10,0.82,259.4,M,-26.9,M,0000,0000*56",16.185402,16.21441853,,,,
936191005,-79,225112,0,0,,16.190239,16.21296773,,,,
936691010,-74,225248,0,0,"$GPGGA,210137.000,3630.8177,N,12004.0403,W,2,10,0.82,259.4,M,-26.9,M,0000,0000*55",16.166058,16.2097437,,,,
937191054,-76,225304,0,0,,16.209583,16.2094213,,,,
937691108,-75,225440,0,0,"$GPGGA,210138.000,3630.8177,N,12004.0404,W,2,10,0.82,259.4,M,-26.9,M,0000,0000*5D",16.204746,16.20926007,,,,
938191146,-75,225496,0,0,,16.219255,16.20845407,,,,
938691193,-84,225632,0,0,"$GPGGA,210139.000,3630.8177,N,12004.0405,W,2,10,0.82,259.3,M,-26.9,M,0000,0000*5A",16.156385,16.20474643,,,,
939191244,-80,225688,0,0,,16.243435,16.20635847,,,,
939691291,-76,225824,0,0,"$GPGGA,210140.000,3630.8177,N,12004.0406,W,2,10,0.82,259.3,M,-26.9,M,0000,0000*57",16.17573,16.20539127,,,,
940191300,-76,225880,0,0,,16.243435,16.2066809,,,,
940691319,-75,226016,0,0,"$GPGGA,210141.000,3630.8178,N,12004.0407,W,2,10,0.82,259.3,M,-26.9,M,0000,0000*58",16.195074,16.2063585,,,,
941191357,-72,226072,0,0,,16.243435,16.20732573,,,,
941691409,-75,226208,0,0,"$GPGGA,210142.000,3630.8177,N,12004.0408,W,2,10,0.82,259.2,M,-26.9,M,0000,0000*5A",16.233763,16.2074869,,,,
942191415,-76,226264,0,0,,16.262779,16.20764813,,,,
942691414,-80,226400,0,0,"$GPGGA,210143.000,3630.8177,N,12004.0408,W,2,10,0.82,259.2,M,-26.9,M,0000,0000*5B",16.253107,16.20829293,,,,
943191456,-80,226456,0,0,,16.180567,16.20619733,,,,
943691474,-72,226592,0,0,"$GPGGA,210144.000,3630.8178,N,12004.0409,W,2,10,0.82,259.1,M,-26.9,M,0000,0000*51",16.253107,16.2063585,,,,
944191507,-70,226648,0,0,,16.132206,16.2042629,,,,
944691568,-66,226784,0,0,"$GPGGA,210145.000,3630.8178,N,12004.0409,W,2,10,0.82,259.1,M,-26.9,M,0000,0000*50",16.228928,16.20474657,,,,
945191610,-66,226840,0,0,,16.224091,16.205069,,,,
945691612,-64,226976,0,0,"$GPGGA,210146.000,3630.8178,N,12004.0410,W,2,10,0.82,259.0,M,-26.9,M,0000,0000*5A",16.204746,16.2057138,,,,
