Time, Altitude, Velocity, Temperature (F), Voltage
33.10, 3675, -66, 86.72, 8.80
33.15, 3686, -66, 86.68, 8.80
33.20, 3676, -65, 86.68, 8.80
33.25, 3671, -64, 86.70, 8.80
33.30, 3676, -62, 86.68, 8.80
33.35, 3663, -60, 86.70, 8.80
33.40, 3658, -58, 86.72, 8.80
33.45, 3656, -56, 86.70, 8.80
33.50, 3656, -55, 86.68, 8.80
33.55, 3650, -56, 86.68, 8.80
33.60, 3642, -59, 86.70, 8.80
33.65, 3641, -63, 86.68, 8.80
33.70, 3638, -67, 86.70, 8.80
33.75, 3633, -71, 86.68, 8.80
33.80, 3629, -73, 86.68, 8.80
33.85, 3628, -73, 86.68, 8.80
33.90, 3626, -72, 86.68, 8.80
33.95, 3618, -69, 86.68, 8.80
34.00, 3614, -68, 86.70, 8.80
34.05, 3609, -67, 86.68, 8.80
34.10, 3603, -67, 86.68, 8.80
34.15, 3602, -69, 86.68, 8.80
34.20, 3600, -69, 86.68, 8.80
34.25, 3600, -67, 86.68, 8.80
34.30, 3602, -65, 86.72, 8.80
34.35, 3605, -62, 86.70, 8.80
34.40, 3614, -60, 86.68, 8.80
34.45, 3616, -60, 86.68, 8.80
34.50, 3610, -61, 86.68, 8.80
34.55, 3603, -63, 86.68, 8.80
34.60, 3596, -65, 86.68, 8.80
34.65, 3585, -66, 86.68, 8.80
34.70, 3573, -67, 86.70, 8.80
34.75, 3567, -68, 86.68, 8.80
34.80, 3564, -68, 86.68, 8.80
34.85, 3561, -68, 86.68, 8.80
34.90, 3556, -68, 86.68, 8.80
34.95, 3551, -67, 86.68, 8.80
35.00, 3547, -66, 86.70, 8.80
35.05, 3546, -66, 86.68, 8.80
35.10, 3543, -65, 86.68, 8.80
35.15, 3540, -65, 86.68, 8.80
35.20, 3539, -65, 86.68, 8.80
35.25, 3542, -66, 86.68, 8.80
35.30, 3543, -68, 86.68, 8.80
35.35, 3549, -69, 86.68, 8.80
35.40, 3547, -71, 86.68, 8.80
35.45, 3537, -72, 86.68, 8.80
35.50, 3526, -71, 86.68, 8.80
35.55, 3516, -71, 86.68, 8.80
35.60, 3510, -69, 86.68, 8.80
35.65, 3505, -67, 86.68, 8.80
35.70, 3501, -64, 86.68, 8.80
35.75, 3498, -60, 86.68, 8.80
35.80, 3496, -56, 86.68, 8.80
35.85, 3491, -54, 86.68, 8.80
35.90, 3487, -52, 86.68, 8.80
35.95, 3485, -51, 86.68, 8.80
36.00, 3481, -49, 86.68, 8.80
36.05, 3478, -48, 86.68, 8.80
36.10, 3478, -48, 86.68, 8.80
36.15, 3475, -50, 86.68, 8.80
36.20, 3473, -53, 86.68, 8.80
36.25, 3473, -57, 86.68, 8.80
36.30, 3471, -62, 86.68, 8.80
36.35, 3470, -66, 86.68, 8.80
36.40, 3468, -68, 86.68, 8.80
36.45, 3476, -69, 86.68, 8.80
36.50, 3468, -68, 86.68, 8.80
36.55, 3457, -67, 86.68, 8.80
36.60, 3447, -65, 86.68, 8.80
36.65, 3447, -63, 86.68, 8.80
36.70, 3450, -62, 86.68, 8.80
36.75, 3461, -61, 86.68, 8.80
36.80, 3461, -60, 86.68, 8.80
36.85, 3453, -61, 86.68, 8.80
36.90, 3451, -62, 86.68, 8.80
36.95, 3452, -63, 86.68, 8.80
37.00, 3452, -64, 86.68, 8.80
37.05, 3451, -64, 86.68, 8.80
37.10, 3457, -64, 86.68, 8.80
37.15, 3436, -64, 86.68, 8.80
37.20, 3429, -64, 86.68, 8.80
37.25, 3420, -65, 86.68, 8.80
37.30, 3417, -66, 86.68, 8.80
37.35, 3408, -67, 86.68, 8.80
37.40, 3399, -67, 86.68, 8.80
37.45, 3391, -67, 86.68, 8.80
37.50, 3388, -67, 86.68, 8.80
37.55, 3381, -67, 86.68, 8.80
37.60, 3381, -68, 86.68, 8.80
37.65, 3383, -69, 86.68, 8.80
37.70, 3381, -72, 86.68, 8.80
37.75, 3383, -74, 86.68, 8.80
37.80, 3374, -76, 86.68, 8.80
37.85, 3365, -77, 86.68, 8.80
37.90, 3362, -77, 86.68, 8.80
37.95, 3354, -77, 86.68, 8.80
38.00, 3353, -76, 86.68, 8.80
38.05, 3354, -75, 86.68, 8.80
38.10, 3353, -73, 86.67, 8.80
38.15, 3349, -71, 86.68, 8.80
38.20, 3346, -70, 86.67, 8.80
38.25, 3342, -70, 86.68, 8.80
38.30, 3339, -70, 86.67, 8.80
38.35, 3339, -69, 86.68, 8.80
38.40, 3340, -68, 86.68, 8.80
38.45, 3341, -66, 86.68, 8.80
38.50, 3330, -64, 86.68, 8.80
38.55, 3318, -63, 86.68, 8.80
38.60, 3316, -63, 86.68, 8.80
38.65, 3311, -62, 86.68, 8.80
38.70, 3309, -60, 86.68, 8.80
38.75, 3306, -57, 86.67, 8.80
38.80, 3305, -53, 86.68, 8.80
38.85, 3305, -50, 86.67, 8.80
38.90, 3302, -48, 86.68, 8.80
38.95, 3303, -47, 86.67, 8.80
39.00, 3301, -48, 86.67, 8.80
39.05, 3305, -50, 86.67, 8.80
39.10, 3305, -53, 86.67, 8.80
39.15, 3302, -56, 86.67, 8.80
39.20, 3283, -59, 86.67, 8.80
39.25, 3273, -62, 86.67, 8.80
39.30, 3270, -64, 86.68, 8.80
39.35, 3270, -66, 86.67, 8.80
39.40, 3264, -66, 86.68, 8.80
39.45, 3262, -65, 86.67, 8.80
39.50, 3260, -63, 86.67, 8.80
39.55, 3259, -60, 86.67, 8.80
39.60, 3261, -58, 86.67, 8.80
39.65, 3266, -55, 86.67, 8.80
39.70, 3257, -53, 86.67, 8.80
39.75, 3274, -53, 86.67, 8.80
39.80, 3273, -53, 86.67, 8.80
39.85, 3277, -55, 86.67, 8.80
39.90, 3266, -57, 86.65, 8.80
39.95, 3261, -61, 86.67, 8.80
40.00, 3252, -65, 86.67, 8.80
40.05, 3256, -68, 86.67, 8.80
40.10, 3236, -69, 86.67, 8.80
40.15, 3233, -68, 86.67, 8.80
40.20, 3218, -64, 86.67, 8.80
40.25, 3214, -59, 86.67, 8.80
40.30, 3211, -55, 86.67, 8.80
40.35, 3206, -52, 86.67, 8.80
40.40, 3205, -50, 86.67, 8.80
40.45, 3206, -50, 86.67, 8.80
40.50, 3207, -51, 86.67, 8.80
40.55, 3201, -53, 86.67, 8.80
40.60, 3202, -56, 86.67, 8.80
40.65, 3213, -60, 86.67, 8.80
40.70, 3203, -65, 86.67, 8.80
40.75, 3205, -71, 86.67, 8.80
40.80, 3200, -76, 86.67, 8.80
40.85, 3194, -78, 86.67, 8.80
40.90, 3188, -79, 86.63, 8.80
40.95, 3176, -78, 86.67, 8.80
41.00, 3165, -76, 86.67, 8.80
41.05, 3162, -73, 86.67, 8.80
41.10, 3158, -69, 86.67, 8.80
41.15, 3159, -65, 86.67, 8.80
41.20, 3166, -61, 86.65, 8.80
41.25, 3160, -59, 86.67, 8.80
41.30, 3173, -59, 86.65, 8.80
41.35, 3179, -61, 86.65, 8.80
41.40, 3163, -63, 86.67, 8.80
41.45, 3155, -65, 86.65, 8.80
41.50, 3168, -67, 86.65, 8.80
41.55, 3154, -69, 86.67, 8.80
41.60, 3145, -70, 86.65, 8.80
41.65, 3143, -72, 86.65, 8.80
41.70, 3126, -72, 86.67, 8.80
41.75, 3118, -72, 86.67, 8.80
41.80, 3115, -71, 86.65, 8.80
41.85, 3112, -69, 86.67, 8.80
41.90, 3110, -67, 86.63, 8.80
41.95, 3105, -65, 86.65, 8.80
42.00, 3102, -64, 86.67, 8.80
42.05, 3103, -64, 86.65, 8.80
42.10, 3106, -64, 86.65, 8.80
42.15, 3112, -66, 86.63, 8.80
42.20, 3102, -69, 86.65, 8.80
42.25, 3101, -71, 86.63, 8.80
42.30, 3090, -74, 86.63, 8.80
42.35, 3081, -75, 86.63, 8.80
42.40, 3078, -75, 86.65, 8.80
42.45, 3071, -74, 86.65, 8.80
42.50, 3074, -73, 86.63, 8.80
42.55, 3067, -69, 86.63, 8.80
42.60, 3063, -65, 86.63, 8.80
42.65, 3063, -61, 86.67, 8.80
42.70, 3061, -58, 86.65, 8.80
42.75, 3063, -56, 86.63, 8.80
42.80, 3060, -57, 86.63, 8.80
42.85, 3054, -59, 86.63, 8.80
42.90, 3051, -61, 86.63, 8.80
42.95, 3044, -63, 86.63, 8.80
43.00, 3039, -64, 86.63, 8.80
43.05, 3036, -65, 86.63, 8.80
43.10, 3032, -65, 86.63, 8.80
43.15, 3030, -65, 86.63, 8.80
43.20, 3028, -63, 86.63, 8.80
43.25, 3023, -62, 86.63, 8.80
43.30, 3021, -61, 86.63, 8.80
43.35, 3018, -59, 86.61, 8.80
43.40, 3017, -59, 86.63, 8.80
43.45, 3017, -60, 86.61, 8.80
43.50, 3013, -61, 86.63, 8.80
43.55, 3016, -63, 86.63, 8.80
43.60, 3023, -65, 86.61, 8.80
43.65, 3027, -66, 86.61, 8.80
43.70, 3017, -67, 86.61, 8.80
43.75, 3004, -68, 86.63, 8.80
43.80, 2996, -68, 86.61, 8.80
43.85, 2985, -68, 86.61, 8.80
43.90, 2982, -66, 86.59, 8.80
43.95, 2977, -65, 86.61, 8.80
44.00, 2975, -63, 86.63, 8.80
44.05, 2978, -62, 86.63, 8.80
44.10, 2979, -62, 86.63, 8.80
44.15, 2981, -62, 86.61, 8.80
44.20, 2979, -62, 86.63, 8.80
44.25, 2972, -62, 86.63, 8.80
44.30, 2969, -63, 86.61, 8.80
44.35, 2963, -63, 86.63, 8.80
44.40, 2962, -64, 86.59, 8.80
44.45, 2952, -65, 86.63, 8.80
44.50, 2943, -68, 86.59, 8.80
44.55, 2937, -71, 86.61, 8.80
44.60, 2934, -73, 86.61, 8.80
44.65, 2930, -74, 86.63, 8.80
44.70, 2927, -73, 86.63, 8.80
44.75, 2924, -71, 86.63, 8.80
44.80, 2920, -69, 86.61, 8.80
44.85, 2919, -66, 86.63, 8.80
44.90, 2920, -65, 86.61, 8.80
44.95, 2918, -64, 86.63, 8.80
45.00, 2916, -64, 86.61, 8.80
45.05, 2914, -65, 86.61, 8.80
45.10, 2909, -65, 86.61, 8.80
45.15, 2904, -66, 86.61, 8.80
45.20, 2902, -66, 86.63, 8.80
45.25, 2902, -65, 86.63, 8.80
45.30, 2894, -65, 86.63, 8.80
45.35, 2894, -64, 86.61, 8.80
45.40, 2892, -64, 86.59, 8.80
45.45, 2884, -63, 86.63, 8.80
45.50, 2880, -62, 86.61, 8.80
45.55, 2876, -61, 86.61, 8.80
45.60, 2872, -61, 86.63, 8.80
45.65, 2870, -61, 86.61, 8.80
45.70, 2867, -61, 86.63, 8.80
45.75, 2863, -61, 86.61, 8.80
45.80, 2861, -61, 86.61, 8.80
45.85, 2856, -62, 86.59, 8.80
45.90, 2854, -63, 86.61, 8.80
45.95, 2853, -62, 86.61, 8.80
46.00, 2851, -61, 86.61, 8.80
46.05, 2851, -59, 86.59, 8.80
46.10, 2851, -57, 86.59, 8.80
46.15, 2848, -56, 86.61, 8.80
46.20, 2849, -56, 86.59, 8.80
46.25, 2841, -57, 86.61, 8.80
46.30, 2838, -58, 86.61, 8.80
46.35, 2836, -59, 86.59, 8.80
46.40, 2829, -61, 86.61, 8.80
46.45, 2825, -62, 86.59, 8.80
46.50, 2817, -63, 86.61, 8.80
46.55, 2814, -64, 86.61, 8.80
46.60, 2814, -64, 86.59, 8.80
46.65, 2807, -64, 86.61, 8.80
46.70, 2806, -64, 86.59, 8.80
46.75, 2802, -64, 86.59, 8.80
46.80, 2799, -63, 86.59, 8.80
46.85, 2795, -62, 86.59, 8.80
46.90, 2792, -61, 86.59, 8.80
46.95, 2793, -60, 86.61, 8.80
47.00, 2801, -59, 86.59, 8.80
47.05, 2800, -59, 86.61, 8.80
47.10, 2797, -60, 86.61, 8.80
47.15, 2800, -61, 86.59, 8.80
47.20, 2786, -63, 86.59, 8.80
47.25, 2784, -65, 86.59, 8.80
47.30, 2779, -66, 86.59, 8.80
47.35, 2775, -66, 86.59, 8.80
47.40, 2761, -65, 86.59, 8.80
47.45, 2756, -64, 86.59, 8.80
47.50, 2750, -63, 86.59, 8.80
47.55, 2746, -62, 86.59, 8.80
47.60, 2743, -62, 86.59, 8.80
47.65, 2741, -61, 86.59, 8.80
47.70, 2739, -61, 86.59, 8.80
47.75, 2737, -60, 86.59, 8.80
47.80, 2734, -60, 86.59, 8.80
47.85, 2735, -61, 86.59, 8.80
47.90, 2735, -64, 86.59, 8.80
47.95, 2742, -67, 86.59, 8.80
48.00, 2736, -72, 86.59, 8.80
48.05, 2738, -75, 86.59, 8.80
48.10, 2729, -76, 86.59, 8.80
48.15, 2724, -76, 86.59, 8.80
48.20, 2714, -75, 86.59, 8.80
48.25, 2708, -74, 86.59, 8.80
48.30, 2700, -73, 86.59, 8.80
48.35, 2701, -71, 86.59, 8.80
48.40, 2702, -69, 86.59, 8.80
48.45, 2696, -68, 86.59, 8.80
48.50, 2694, -66, 86.59, 8.80
48.55, 2690, -66, 86.59, 8.80
48.60, 2688, -66, 86.58, 8.80
48.65, 2685, -67, 86.59, 8.80
48.70, 2688, -68, 86.59, 8.80
48.75, 2684, -69, 86.59, 8.80
48.80, 2680, -71, 86.58, 8.80
48.85, 2678, -72, 86.58, 8.80
48.90, 2662, -74, 86.58, 8.80
48.95, 2654, -75, 86.59, 8.80
49.00, 2649, -75, 86.59, 8.80
49.05, 2647, -75, 86.59, 8.80
49.10, 2645, -73, 86.58, 8.80
49.15, 2642, -71, 86.59, 8.80
49.20, 2640, -69, 86.58, 8.80
49.25, 2636, -68, 86.58, 8.80
49.30, 2633, -67, 86.58, 8.80
49.35, 2629, -66, 86.59, 8.80
49.40, 2625, -66, 86.59, 8.80
49.45, 2624, -65, 86.58, 8.80
49.50, 2618, -65, 86.59, 8.80
49.55, 2616, -66, 86.58, 8.80
49.60, 2611, -67, 86.58, 8.80
49.65, 2605, -69, 86.58, 8.80
49.70, 2601, -71, 86.58, 8.80
49.75, 2597, -71, 86.58, 8.80
49.80, 2595, -70, 86.59, 8.80
49.85, 2593, -67, 86.59, 8.80
49.90, 2590, -63, 86.59, 8.80
49.95, 2588, -59, 86.58, 8.80
50.00, 2587, -56, 86.58, 8.80
50.05, 2586, -54, 86.58, 8.80
50.10, 2584, -54, 86.58, 8.80
50.15, 2581, -55, 86.58, 8.80
50.20, 2576, -57, 86.59, 8.80
50.25, 2573, -59, 86.58, 8.80
50.30, 2572, -61, 86.58, 8.80
50.35, 2570, -62, 86.58, 8.80
50.40, 2572, -63, 86.58, 8.80
50.45, 2568, -63, 86.58, 8.80
50.50, 2563, -63, 86.58, 8.80
50.55, 2562, -62, 86.58, 8.80
50.60, 2554, -62, 86.58, 8.80
50.65, 2545, -61, 86.58, 8.80
50.70, 2539, -59, 86.58, 8.80
50.75, 2538, -58, 86.58, 8.80
50.80, 2540, -57, 86.58, 8.80
50.85, 2542, -56, 86.58, 8.80
50.90, 2542, -56, 86.58, 8.80
50.95, 2541, -57, 86.58, 8.80
51.00, 2551, -59, 86.58, 8.80
51.05, 2546, -61, 86.58, 8.80
51.10, 2531, -63, 86.58, 8.80
51.15, 2531, -64, 86.58, 8.80
51.20, 2521, -65, 86.58, 8.80
51.25, 2513, -65, 86.58, 8.80
51.30, 2505, -65, 86.58, 8.80
51.35, 2503, -65, 86.58, 8.80
51.40, 2498, -65, 86.58, 8.80
51.45, 2498, -64, 86.58, 8.80
51.50, 2493, -63, 86.58, 8.80
51.55, 2490, -62, 86.58, 8.80
51.60, 2487, -61, 86.58, 8.80
51.65, 2485, -61, 86.58, 8.80
51.70, 2483, -61, 86.58, 8.80
51.75, 2484, -62, 86.58, 8.80
51.80, 2484, -64, 86.58, 8.80
51.85, 2482, -66, 86.58, 8.80
51.90, 2483, -69, 86.58, 8.80
51.95, 2476, -70, 86.58, 8.80
52.00, 2463, -71, 86.58, 8.80
52.05, 2457, -70, 86.58, 8.80
52.10, 2453, -68, 86.58, 8.80
52.15, 2450, -64, 86.58, 8.80
52.20, 2445, -60, 86.58, 8.80
52.25, 2445, -56, 86.58, 8.80
52.30, 2445, -54, 86.58, 8.80
52.35, 2443, -52, 86.58, 8.80
52.40, 2440, -50, 86.58, 8.80
52.45, 2445, -51, 86.58, 8.80
52.50, 2438, -51, 86.58, 8.80
52.55, 2438, -53, 86.58, 8.80
52.60, 2427, -57, 86.58, 8.80
52.65, 2424, -60, 86.56, 8.80
52.70, 2419, -64, 86.58, 8.80
52.75, 2415, -67, 86.58, 8.80
52.80, 2412, -69, 86.58, 8.80
52.85, 2410, -69, 86.58, 8.80
52.90, 2404, -69, 86.58, 8.80
52.95, 2403, -67, 86.56, 8.80
53.00, 2401, -65, 86.54, 8.80
53.05, 2400, -63, 86.56, 8.80
53.10, 2403, -61, 86.56, 8.80
53.15, 2409, -59, 86.56, 8.80
53.20, 2406, -57, 86.54, 8.80
53.25, 2399, -56, 86.56, 8.80
53.30, 2404, -56, 86.56, 8.80
53.35, 2405, -57, 86.56, 8.80
53.40, 2395, -59, 86.58, 8.80
53.45, 2406, -61, 86.56, 8.80
53.50, 2387, -63, 86.56, 8.80
53.55, 2373, -64, 86.58, 8.80
53.60, 2371, -64, 86.56, 8.80
53.65, 2360, -64, 86.56, 8.80
53.70, 2349, -64, 86.58, 8.80
53.75, 2346, -65, 86.54, 8.80
53.80, 2345, -65, 86.56, 8.80
53.85, 2343, -66, 86.56, 8.80
53.90, 2342, -66, 86.56, 8.80
53.95, 2341, -66, 86.58, 8.80
54.00, 2336, -66, 86.54, 8.80
54.05, 2334, -66, 86.54, 8.80
54.10, 2335, -66, 86.54, 8.80
54.15, 2336, -65, 86.56, 8.80
54.20, 2332, -65, 86.56, 8.80
54.25, 2345, -64, 86.56, 8.80
54.30, 2337, -63, 86.56, 8.80
54.35, 2330, -63, 86.54, 8.80
54.40, 2319, -63, 86.54, 8.80
54.45, 2312, -61, 86.56, 8.80
54.50, 2306, -59, 86.54, 8.80
54.55, 2304, -56, 86.54, 8.80
54.60, 2301, -54, 86.54, 8.80
54.65, 2297, -54, 86.56, 8.80
54.70, 2288, -55, 86.56, 8.80
54.75, 2283, -57, 86.54, 8.80
54.80, 2280, -59, 86.56, 8.80
54.85, 2278, -60, 86.54, 8.80
54.90, 2275, -62, 86.54, 8.80
54.95, 2273, -62, 86.54, 8.80
55.00, 2274, -63, 86.54, 8.80
55.05, 2273, -64, 86.54, 8.80
55.10, 2275, -65, 86.54, 8.80
55.15, 2281, -66, 86.54, 8.80
55.20, 2282, -67, 86.54, 8.80
55.25, 2279, -68, 86.54, 8.80
55.30, 2279, -68, 86.54, 8.80
55.35, 2275, -67, 86.54, 8.80
55.40, 2280, -65, 86.54, 8.80
55.45, 2266, -63, 86.54, 8.80
55.50, 2268, -62, 86.54, 8.80
55.55, 2275, -62, 86.54, 8.80
55.60, 2256, -63, 86.54, 8.80
55.65, 2247, -63, 86.54, 8.80
55.70, 2236, -63, 86.54, 8.80
55.75, 2225, -63, 86.54, 8.80
55.80, 2224, -62, 86.54, 8.80
55.85, 2222, -62, 86.52, 8.80
55.90, 2216, -62, 86.54, 8.80
55.95, 2217, -62, 86.54, 8.80
56.00, 2212, -62, 86.54, 8.80
56.05, 2209, -64, 86.52, 8.80
56.10, 2205, -67, 86.54, 8.80
56.15, 2205, -70, 86.54, 8.80
56.20, 2205, -73, 86.54, 8.80
56.25, 2202, -75, 86.52, 8.80
56.30, 2196, -76, 86.54, 8.80
56.35, 2195, -77, 86.54, 8.80
56.40, 2192, -77, 86.54, 8.80
56.45, 2188, -76, 86.54, 8.80
56.50, 2186, -74, 86.52, 8.80
56.55, 2176, -72, 86.52, 8.80
56.60, 2169, -69, 86.52, 8.80
56.65, 2165, -66, 86.54, 8.80
56.70, 2161, -63, 86.54, 8.80
56.75, 2159, -60, 86.54, 8.80
56.80, 2158, -58, 86.54, 8.80
56.85, 2154, -57, 86.52, 8.80
56.90, 2151, -56, 86.52, 8.80
56.95, 2159, -55, 86.52, 8.80
57.00, 2154, -54, 86.54, 8.80
57.05, 2145, -54, 86.52, 8.80
57.10, 2144, -54, 86.52, 8.80
57.15, 2135, -55, 86.54, 8.80
57.20, 2129, -55, 86.50, 8.80
57.25, 2128, -56, 86.52, 8.80
57.30, 2126, -56, 86.52, 8.80
57.35, 2124, -57, 86.50, 8.80
57.40, 2124, -58, 86.50, 8.80
57.45, 2119, -59, 86.52, 8.80
57.50, 2131, -61, 86.50, 8.80
57.55, 2118, -62, 86.54, 8.80
57.60, 2121, -62, 86.52, 8.80
57.65, 2119, -62, 86.50, 8.80
57.70, 2109, -61, 86.50, 8.80
57.75, 2110, -59, 86.50, 8.80
57.80, 2113, -57, 86.50, 8.80
57.85, 2110, -56, 86.50, 8.80
57.90, 2105, -56, 86.50, 8.80
57.95, 2108, -55, 86.50, 8.80
58.00, 2108, -55, 86.52, 8.80
58.05, 2099, -55, 86.50, 8.80
58.10, 2103, -54, 86.50, 8.80
58.15, 2091, -54, 86.50, 8.80
58.20, 2090, -55, 86.50, 8.80
58.25, 2092, -55, 86.50, 8.80
58.30, 2085, -57, 86.50, 8.80
58.35, 2076, -59, 86.50, 8.80
58.40, 2073, -62, 86.50, 8.80
58.45, 2067, -64, 86.50, 8.80
58.50, 2054, -65, 86.50, 8.80
58.55, 2046, -64, 86.50, 8.80
58.60, 2043, -64, 86.50, 8.80
58.65, 2041, -63, 86.50, 8.80
58.70, 2040, -63, 86.50, 8.80
58.75, 2048, -64, 86.50, 8.80
58.80, 2054, -67, 86.50, 8.80
58.85, 2041, -69, 86.50, 8.80
58.90, 2046, -70, 86.50, 8.80
58.95, 2047, -72, 86.50, 8.80
59.00, 2042, -72, 86.49, 8.80
59.05, 2036, -71, 86.50, 8.80
59.10, 2033, -71, 86.50, 8.80
59.15, 2017, -71, 86.50, 8.80
59.20, 2027, -71, 86.50, 8.80
59.25, 2022, -71, 86.50, 8.80
59.30, 2007, -72, 86.50, 8.80
59.35, 2000, -72, 86.49, 8.80
59.40, 1995, -71, 86.49, 8.80
59.45, 1995, -69, 86.49, 8.80
59.50, 1996, -66, 86.50, 8.80
59.55, 1997, -64, 86.49, 8.80
59.60, 1991, -62, 86.50, 8.80
59.65, 1995, -62, 86.50, 8.80
59.70, 1995, -64, 86.47, 8.80
59.75, 1973, -67, 86.49, 8.80
59.80, 1972, -71, 86.47, 8.80
59.85, 1972, -75, 86.49, 8.80
59.90, 1964, -77, 86.49, 8.80
59.95, 1968, -78, 86.49, 8.80
60.00, 1959, -78, 86.47, 8.80
60.05, 1961, -77, 86.50, 8.80
60.10, 1959, -76, 86.49, 8.80
60.15, 1954, -74, 86.49, 8.80
60.20, 1951, -72, 86.49, 8.80
60.25, 1942, -70, 86.49, 8.80
60.30, 1937, -68, 86.47, 8.80
60.35, 1930, -67, 86.49, 8.80
60.40, 1928, -66, 86.47, 8.80
60.45, 1927, -67, 86.49, 8.80
60.50, 1927, -68, 86.47, 8.80
60.55, 1921, -70, 86.49, 8.80
60.60, 1930, -71, 86.47, 8.80
60.65, 1924, -70, 86.49, 8.80
60.70, 1916, -69, 86.47, 8.80
60.75, 1907, -66, 86.47, 8.80
60.80, 1896, -64, 86.47, 8.80
60.85, 1893, -61, 86.47, 8.80
60.90, 1889, -60, 86.49, 8.80
60.95, 1888, -61, 86.47, 8.80
61.00, 1884, -62, 86.49, 8.80
61.05, 1882, -63, 86.47, 8.80
61.10, 1881, -64, 86.47, 8.80
61.15, 1881, -63, 86.47, 8.80
61.20, 1880, -62, 86.47, 8.80
61.25, 1877, -61, 86.47, 8.80
61.30, 1872, -60, 86.47, 8.80
61.35, 1876, -61, 86.47, 8.80
61.40, 1864, -63, 86.47, 8.80
61.45, 1862, -66, 86.47, 8.80
61.50, 1854, -68, 86.49, 8.80
61.55, 1856, -70, 86.47, 8.80
61.60, 1854, -71, 86.47, 8.80
61.65, 1852, -70, 86.47, 8.80
61.70, 1846, -68, 86.47, 8.80
61.75, 1849, -65, 86.47, 8.80
61.80, 1858, -62, 86.47, 8.80
61.85, 1854, -60, 86.47, 8.80
61.90, 1845, -59, 86.47, 8.80
61.95, 1847, -60, 86.47, 8.80
62.00, 1834, -61, 86.47, 8.80
62.05, 1829, -63, 86.47, 8.80
62.10, 1825, -65, 86.47, 8.80
62.15, 1836, -66, 86.47, 8.80
62.20, 1823, -67, 86.47, 8.80
62.25, 1827, -68, 86.47, 8.80
62.30, 1814, -68, 86.47, 8.80
62.35, 1808, -68, 86.47, 8.80
62.40, 1794, -67, 86.47, 8.80
62.45, 1791, -67, 86.45, 8.80
62.50, 1787, -66, 86.47, 8.80
62.55, 1783, -66, 86.47, 8.80
62.60, 1782, -66, 86.47, 8.80
62.65, 1780, -67, 86.47, 8.80
62.70, 1779, -68, 86.47, 8.80
62.75, 1779, -70, 86.47, 8.80
62.80, 1777, -72, 86.45, 8.80
62.85, 1782, -73, 86.47, 8.80
62.90, 1771, -73, 86.47, 8.80
62.95, 1764, -72, 86.47, 8.80
63.00, 1761, -71, 86.45, 8.80
63.05, 1753, -70, 86.47, 8.80
63.10, 1751, -70, 86.45, 8.80
63.15, 1746, -71, 86.47, 8.80
63.20, 1745, -71, 86.45, 8.80
63.25, 1739, -71, 86.47, 8.80
63.30, 1737, -70, 86.45, 8.80
63.35, 1736, -67, 86.45, 8.80
63.40, 1732, -65, 86.47, 8.80
63.45, 1729, -63, 86.45, 8.80
63.50, 1727, -62, 86.45, 8.80
63.55, 1726, -61, 86.45, 8.80
63.60, 1725, -61, 86.45, 8.80
63.65, 1717, -62, 86.45, 8.80
63.70, 1712, -64, 86.45, 8.80
63.75, 1712, -65, 86.47, 8.80
63.80, 1708, -67, 86.45, 8.80
63.85, 1704, -68, 86.45, 8.80
63.90, 1703, -67, 86.45, 8.80
63.95, 1699, -66, 86.47, 8.80
64.00, 1697, -64, 86.45, 8.80
64.05, 1696, -62, 86.45, 8.80
64.10, 1690, -61, 86.45, 8.80
64.15, 1685, -60, 86.45, 8.80
64.20, 1679, -59, 86.45, 8.80
64.25, 1678, -58, 86.45, 8.80
64.30, 1676, -57, 86.45, 8.80
64.35, 1671, -56, 86.45, 8.80
64.40, 1668, -56, 86.45, 8.80
64.45, 1667, -57, 86.45, 8.80
64.50, 1663, -57, 86.45, 8.80
64.55, 1667, -59, 86.45, 8.80
64.60, 1660, -60, 86.45, 8.80
64.65, 1657, -61, 86.45, 8.80
64.70, 1652, -61, 86.45, 8.80
64.75, 1645, -62, 86.45, 8.80
64.80, 1640, -62, 86.43, 8.80
64.85, 1640, -63, 86.45, 8.80
64.90, 1637, -63, 86.45, 8.80
64.95, 1637, -62, 86.45, 8.80
65.00, 1634, -62, 86.45, 8.80
65.05, 1630, -60, 86.43, 8.80
65.10, 1628, -59, 86.43, 8.80
65.15, 1627, -57, 86.45, 8.80
65.20, 1627, -56, 86.45, 8.80
65.25, 1625, -55, 86.45, 8.80
65.30, 1634, -55, 86.43, 8.80
65.35, 1625, -55, 86.45, 8.80
65.40, 1616, -56, 86.45, 8.80
65.45, 1621, -56, 86.45, 8.80
65.50, 1610, -56, 86.45, 8.80
65.55, 1601, -55, 86.43, 8.80
65.60, 1601, -53, 86.41, 8.80
65.65, 1596, -52, 86.43, 8.80
65.70, 1590, -50, 86.43, 8.80
65.75, 1584, -50, 86.45, 8.80
65.80, 1581, -50, 86.43, 8.80
65.85, 1579, -52, 86.43, 8.80
65.90, 1580, -54, 86.43, 8.80
65.95, 1574, -55, 86.45, 8.80
66.00, 1576, -56, 86.43, 8.80
66.05, 1569, -56, 86.45, 8.80
66.10, 1580, -57, 86.43, 8.80
66.15, 1576, -58, 86.43, 8.80
66.20, 1574, -60, 86.41, 8.80
66.25, 1566, -60, 86.41, 8.80
66.30, 1560, -61, 86.45, 8.80
